crystal_id,canary_id,name,reason
168,168,RESERVED SPRITE,same-id-same-name
169,169,scarab cheese,same-id-same-name
170,170,fake dwarven beard,same-id-same-name
171,171,coal basin,same-id-same-name
172,172,blank poetry parchment,same-id-same-name
173,173,parchment,same-id-same-name
174,174,parchment,same-id-same-name
175,175,parchment,same-id-same-name
176,176,parchment,same-id-same-name
177,177,parchment,same-id-same-name
178,178,parchment,same-id-same-name
179,179,parchment,same-id-same-name
180,180,remains of a spider egg,same-id-same-name
181,181,spider egg,same-id-same-name
188,188,remains of a spider web,same-id-same-name
189,189,remains of a spider web,same-id-same-name
193,193,something crawling,same-id-same-name
194,194,dirt,same-id-same-name
195,195,something crawling,same-id-same-name
196,196,seashell,same-id-same-name
197,197,large seashell,same-id-same-name
198,198,large seashell,same-id-same-name
211,211,remains of a spider egg,same-id-same-name
220,220,buoy,same-id-same-name
227,227,fine vase,same-id-same-name
228,228,fine vase,same-id-same-name
229,229,ice cream cone,same-id-same-name
230,230,ship cabin wall,same-id-same-name
231,231,sand,same-id-same-name
232,232,burning wall,same-id-same-name
233,233,spider egg,same-id-same-name
234,234,remains of a spider egg,same-id-same-name
235,235,bag,same-id-same-name
236,236,strong health potion,same-id-same-name
237,237,strong mana potion,same-id-same-name
238,238,great mana potion,same-id-same-name
239,239,great health potion,same-id-same-name
266,266,health potion,same-id-same-name
267,267,linen,same-id-same-name
268,268,mana potion,same-id-same-name
269,269,dead dragon hatchling,same-id-same-name
270,270,dead dragon hatchling,same-id-same-name
271,271,dead dragon hatchling,same-id-same-name
272,272,dead dragon hatchling,same-id-same-name
273,273,dead dragon hatchling,same-id-same-name
274,274,dead dragon hatchling,same-id-same-name
275,275,dead dragon hatchling,same-id-same-name
276,276,dead squirrel,same-id-same-name
277,277,dead squirrel,same-id-same-name
278,278,dead squirrel,same-id-same-name
279,279,dead squirrel,same-id-same-name
280,280,earth ground,same-id-same-name
283,283,empty potion flask,same-id-same-name
284,284,empty potion flask,same-id-same-name
285,285,empty potion flask,same-id-same-name
286,286,dead cat,same-id-same-name
287,287,dead cat,same-id-same-name
288,288,dead cat,same-id-same-name
289,289,dead cat,same-id-same-name
293,293,grass,same-id-same-name
294,294,pitfall,same-id-same-name
304,304,grass,same-id-same-name
305,305,dirt,same-id-same-name
306,306,empty flower pot,same-id-same-name
316,316,flower pot,same-id-same-name
321,321,flower pot,same-id-same-name
324,324,flower pot,same-id-same-name
325,325,withered plant,same-id-same-name
326,326,withered plant,same-id-same-name
327,327,withered plant,same-id-same-name
328,328,withered plant,same-id-same-name
329,329,flower pot,same-id-same-name
330,330,flower pot,same-id-same-name
331,331,flower pot,same-id-same-name
332,332,flower pot,same-id-same-name
333,333,flower pot,same-id-same-name
334,334,flower pot,same-id-same-name
335,335,flower pot,same-id-same-name
336,336,flower pot,same-id-same-name
337,337,flower pot,same-id-same-name
338,338,flower pot,same-id-same-name
339,339,flower pot,same-id-same-name
340,340,flower pot,same-id-same-name
341,341,flower pot,same-id-same-name
342,342,flower pot,same-id-same-name
343,343,flower pot,same-id-same-name
344,344,flower pot,same-id-same-name
345,345,flower pot,same-id-same-name
346,346,flower pot,same-id-same-name
347,347,scroll,same-id-same-name
348,348,intelligence reports,same-id-same-name
349,349,suspicious signet ring,same-id-same-name
350,350,case of rust bugs,same-id-same-name
368,368,earth ground,same-id-same-name
371,371,RESERVED SPRITE,same-id-same-name
372,372,earth,same-id-same-name
385,385,hole,same-id-same-name
386,386,dirt floor,same-id-same-name
387,387,small hole,same-id-same-name
388,388,stalagmites,same-id-same-name
389,389,stalagmites,same-id-same-name
390,390,lava hole,same-id-same-name
391,391,lava hole,same-id-same-name
394,394,hole,same-id-same-name
395,395,RESERVED SPRITE,same-id-same-name
396,396,technomancer beard,same-id-same-name
397,397,amazon disguise kit,same-id-same-name
398,398,wooden trash,same-id-same-name
399,399,building plans for a ship,same-id-same-name
400,400,suspicious documents,same-id-same-name
401,401,book,same-id-same-name
402,402,secret letter,same-id-same-name
403,403,File AH-X17L89,same-id-same-name
404,404,barrel of beer,same-id-same-name
405,405,weapons crate,same-id-same-name
406,406,family signet ring,same-id-same-name
407,407,grass,same-id-same-name
408,408,wooden floor,same-id-same-name
409,409,white marble floor,same-id-same-name
410,410,black marble floor,same-id-same-name
415,415,sandstone floor,same-id-same-name
416,416,stone floor,same-id-same-name
417,417,tiled floor,same-id-same-name
418,418,stone floor,same-id-same-name
421,421,stone tile,same-id-same-name
422,422,sandstone tile,same-id-same-name
423,423,tiled floor,same-id-same-name
428,428,stairs,same-id-same-name
429,429,stone tile,same-id-same-name
432,432,trapdoor,same-id-same-name
433,433,ladder,same-id-same-name
434,434,trapdoor,same-id-same-name
435,435,sewer grate,same-id-same-name
436,436,stone floor,same-id-same-name
451,451,RESERVED SPRITE,same-id-same-name
463,463,white stone tile,same-id-same-name
464,464,wooden floor,same-id-same-name
469,469,stairs,same-id-same-name
475,475,closed trapdoor,same-id-same-name
476,476,trapdoor,same-id-same-name
477,477,pedestal,same-id-same-name
478,478,sandstone wall,same-id-same-name
479,479,stone tile,same-id-same-name
480,480,sandstone wall,same-id-same-name
481,481,stone flooring,same-id-same-name
484,484,trapdoor,same-id-same-name
485,485,stairway,same-id-same-name
516,516,carved stone tile,same-id-same-name
562,562,stone floor,same-id-same-name
565,565,stone floor,same-id-same-name
593,593,stone pile,same-id-same-name
594,594,hole,same-id-same-name
595,595,hole,same-id-same-name
606,606,loose stone pile,same-id-same-name
607,607,hole,same-id-same-name
608,608,loose ice pile,same-id-same-name
609,609,hole,same-id-same-name
610,610,hole,same-id-same-name
611,611,snow heap,same-id-same-name
614,614,sand,same-id-same-name
615,615,hole,same-id-same-name
616,616,DEPRECATED item,same-id-same-name
617,617,DEPRECATED item,same-id-same-name
618,618,grass,same-id-same-name
619,619,waterball,same-id-same-name
622,622,water,same-id-same-name
628,628,wooden floor,same-id-same-name
637,637,document,same-id-same-name
638,638,document,same-id-same-name
639,639,scroll,same-id-same-name
640,640,scroll,same-id-same-name
641,641,piece of paper,same-id-same-name
642,642,piece of paper,same-id-same-name
643,643,crumpled piece of paper,same-id-same-name
644,644,torn piece of paper,same-id-same-name
645,645,blue legs,same-id-same-name
646,646,elvenhair rope,same-id-same-name
647,647,seeds,same-id-same-name
648,648,nature magic spellbook,same-id-same-name
649,649,flower bouquet,same-id-same-name
650,650,watering can,same-id-same-name
651,651,spellwand,same-id-same-name
652,652,rotten heart of a tree,same-id-same-name
653,653,costume bag,same-id-same-name
654,654,costume bag,same-id-same-name
655,655,costume bag,same-id-same-name
656,656,dead cyclops,same-id-same-name
657,657,dead cyclops,same-id-same-name
658,658,dead cyclops,same-id-same-name
659,659,dead cyclops,same-id-same-name
660,660,fiery spike sword,same-id-same-name
661,661,fiery relic sword,same-id-same-name
662,662,fiery mystic blade,same-id-same-name
663,663,fiery blacksteel sword,same-id-same-name
664,664,fiery dragon slayer,same-id-same-name
665,665,fiery barbarian axe,same-id-same-name
666,666,fiery knight axe,same-id-same-name
667,667,fiery heroic axe,same-id-same-name
668,668,fiery headchopper,same-id-same-name
669,669,fiery war axe,same-id-same-name
670,670,fiery clerical mace,same-id-same-name
671,671,fiery crystal mace,same-id-same-name
672,672,fiery cranial basher,same-id-same-name
673,673,fiery orcish maul,same-id-same-name
674,674,fiery war hammer,same-id-same-name
675,675,small enchanted sapphire,same-id-same-name
676,676,small enchanted ruby,same-id-same-name
677,677,small enchanted emerald,same-id-same-name
678,678,small enchanted amethyst,same-id-same-name
679,679,icy spike sword,same-id-same-name
680,680,icy relic sword,same-id-same-name
681,681,icy mystic blade,same-id-same-name
682,682,icy blacksteel sword,same-id-same-name
683,683,icy dragon slayer,same-id-same-name
684,684,icy barbarian axe,same-id-same-name
685,685,icy knight axe,same-id-same-name
686,686,icy heroic axe,same-id-same-name
687,687,icy headchopper,same-id-same-name
688,688,icy war axe,same-id-same-name
689,689,icy clerical mace,same-id-same-name
690,690,icy crystal mace,same-id-same-name
691,691,icy cranial basher,same-id-same-name
692,692,icy orcish maul,same-id-same-name
693,693,icy war hammer,same-id-same-name
694,694,bed,same-id-same-name
695,695,bed,same-id-same-name
696,696,bed,same-id-same-name
697,697,bed,same-id-same-name
698,698,cot,same-id-same-name
699,699,cot,same-id-same-name
700,700,cot,same-id-same-name
701,701,cot,same-id-same-name
702,702,hammock,same-id-same-name
703,703,hammock,same-id-same-name
704,704,hammock,same-id-same-name
705,705,hammock,same-id-same-name
706,706,bed,same-id-same-name
707,707,bed,same-id-same-name
708,708,bed,same-id-same-name
709,709,bed,same-id-same-name
710,710,bed,same-id-same-name
711,711,bed,same-id-same-name
712,712,bed,same-id-same-name
713,713,bed,same-id-same-name
714,714,bed,same-id-same-name
715,715,bed,same-id-same-name
716,716,bed,same-id-same-name
717,717,bed,same-id-same-name
718,718,bed,same-id-same-name
719,719,bed,same-id-same-name
720,720,bed,same-id-same-name
721,721,bed,same-id-same-name
722,722,bed,same-id-same-name
723,723,bed,same-id-same-name
724,724,bed,same-id-same-name
725,725,bed,same-id-same-name
726,726,bed,same-id-same-name
731,731,bed,same-id-same-name
732,732,bed,same-id-same-name
733,733,bed,same-id-same-name
734,734,bed,same-id-same-name
735,735,bed,same-id-same-name
736,736,bed,same-id-same-name
737,737,bed,same-id-same-name
738,738,bed,same-id-same-name
739,739,bed,same-id-same-name
740,740,bed,same-id-same-name
741,741,bed,same-id-same-name
742,742,bed,same-id-same-name
743,743,bed,same-id-same-name
744,744,bed,same-id-same-name
745,745,bed,same-id-same-name
746,746,obsidian statue,same-id-same-name
747,747,dragon statue,same-id-same-name
748,748,shadowy statue,same-id-same-name
749,749,strange statue,same-id-same-name
750,750,huge telescope,same-id-same-name
751,751,astro clock,same-id-same-name
761,761,flash arrow,same-id-same-name
762,762,shiver arrow,same-id-same-name
763,763,flaming arrow,same-id-same-name
764,764,straw mat,same-id-same-name
765,765,straw mat,same-id-same-name
766,766,straw mat,same-id-same-name
767,767,straw mat,same-id-same-name
768,768,document of the follower,same-id-same-name
769,769,document of the officer,same-id-same-name
770,770,document of the leader,same-id-same-name
771,771,dead cyclops,same-id-same-name
772,772,dead cyclops,same-id-same-name
773,773,dead cyclops,same-id-same-name
774,774,earth arrow,same-id-same-name
775,775,mystic flame,same-id-same-name
779,779,earth spike sword,same-id-same-name
780,780,earth relic sword,same-id-same-name
781,781,earth mystic blade,same-id-same-name
782,782,earth blacksteel sword,same-id-same-name
783,783,earth dragon slayer,same-id-same-name
784,784,earth barbarian axe,same-id-same-name
785,785,earth knight axe,same-id-same-name
786,786,earth heroic axe,same-id-same-name
787,787,earth headchopper,same-id-same-name
788,788,earth war axe,same-id-same-name
789,789,earth clerical mace,same-id-same-name
790,790,earth crystal mace,same-id-same-name
791,791,earth cranial basher,same-id-same-name
792,792,earth orcish maul,same-id-same-name
793,793,earth war hammer,same-id-same-name
794,794,energy spike sword,same-id-same-name
795,795,energy relic sword,same-id-same-name
796,796,energy mystic blade,same-id-same-name
797,797,energy blacksteel sword,same-id-same-name
798,798,energy dragon slayer,same-id-same-name
799,799,snow,same-id-same-name
800,800,ice,same-id-same-name
801,801,energy barbarian axe,same-id-same-name
802,802,energy knight axe,same-id-same-name
803,803,energy heroic axe,same-id-same-name
804,804,energy headchopper,same-id-same-name
805,805,energy war axe,same-id-same-name
806,806,energy clerical mace,same-id-same-name
807,807,energy crystal mace,same-id-same-name
808,808,energy cranial basher,same-id-same-name
809,809,energy orcish maul,same-id-same-name
810,810,energy war hammer,same-id-same-name
811,811,terra mantle,same-id-same-name
812,812,terra legs,same-id-same-name
813,813,terra boots,same-id-same-name
814,814,terra amulet,same-id-same-name
815,815,glacier amulet,same-id-same-name
816,816,lightning pendant,same-id-same-name
817,817,magma amulet,same-id-same-name
818,818,magma boots,same-id-same-name
819,819,glacier shoes,same-id-same-name
820,820,lightning boots,same-id-same-name
821,821,magma legs,same-id-same-name
822,822,lightning legs,same-id-same-name
823,823,glacier kilt,same-id-same-name
824,824,glacier robe,same-id-same-name
825,825,lightning robe,same-id-same-name
826,826,magma coat,same-id-same-name
827,827,magma monocle,same-id-same-name
828,828,lightning headband,same-id-same-name
829,829,glacier mask,same-id-same-name
830,830,terra hood,same-id-same-name
831,831,green bed kit,same-id-same-name
832,832,yellow bed kit,same-id-same-name
833,833,red bed kit,same-id-same-name
834,834,blue bed kit,same-id-same-name
835,835,dead human,same-id-same-name
836,836,walnut,same-id-same-name
841,841,peanut,same-id-same-name
850,850,armillary sphere,same-id-same-name
855,855,stone stairs,same-id-same-name
856,856,stone stairs,same-id-same-name
859,859,stairs,same-id-same-name
860,860,crimson sword,same-id-same-name
861,861,dead troll,same-id-same-name
862,862,dead troll,same-id-same-name
863,863,dead troll,same-id-same-name
864,864,dead troll,same-id-same-name
865,865,dead troll,same-id-same-name
866,866,dead troll,same-id-same-name
867,867,large hole,same-id-same-name
868,868,hole,same-id-same-name
869,869,test-tube holder,same-id-same-name
870,870,cobbled pavement,same-id-same-name
871,871,potion stand,same-id-same-name
872,872,trophy stand,same-id-same-name
873,873,potion stand,same-id-same-name
874,874,large hole,same-id-same-name
875,875,mining helmet,same-id-same-name
876,876,ant trail,same-id-same-name
877,877,cave entrance,same-id-same-name
878,878,wooden floor,same-id-same-name
892,892,package of potions,same-id-same-name
893,893,waterball,same-id-same-name
894,894,jester hat,same-id-same-name
895,895,jester staff,same-id-same-name
896,896,Firlefanz,same-id-same-name
897,897,mysterious package,same-id-same-name
898,898,mysterious package,same-id-same-name
899,899,mysterious package,same-id-same-name
900,900,yellow pillow,same-id-same-name
901,901,marlin,same-id-same-name
902,902,marlin trophy,same-id-same-name
903,903,badger fur,same-id-same-name
904,904,throwing cake,same-id-same-name
905,905,wooden floor,same-id-same-name
906,906,present,same-id-same-name
907,907,shapeshifter ring,same-id-same-name
908,908,shapeshifter ring,same-id-same-name
909,909,dead dragon hatchling,same-id-same-name
910,910,dead dragon hatchling,same-id-same-name
911,911,dead dragon hatchling,same-id-same-name
918,918,earth ground,same-id-same-name
919,919,hallowed axe,same-id-same-name
922,922,RESERVED SPRITE,same-id-same-name
937,937,grass,same-id-same-name
938,938,ship's telescope,same-id-same-name
939,939,bait,same-id-same-name
940,940,natural soil,same-id-same-name
941,941,glimmering soil,same-id-same-name
942,942,flawless ice crystal,same-id-same-name
943,943,holy soil,same-id-same-name
944,944,iced soil,same-id-same-name
945,945,energy soil,same-id-same-name
946,946,eternal flames,same-id-same-name
947,947,mother soil,same-id-same-name
948,948,pure energy,same-id-same-name
949,949,dead sea serpent,same-id-same-name
950,950,dirt,same-id-same-name
951,951,dead sea serpent,same-id-same-name
952,952,dirt,same-id-same-name
953,953,nail,same-id-same-name
954,954,neutral matter,same-id-same-name
955,955,dead sea serpent,same-id-same-name
956,956,dead sea serpent,same-id-same-name
957,957,birch,same-id-same-name
958,958,dead tree,same-id-same-name
967,967,hole,same-id-same-name
1006,1006,jagged stones,same-id-same-name
1012,1012,sparkling gem,same-id-same-name
1019,1019,jungle grass,same-id-same-name
1053,1053,earth,same-id-same-name
1066,1066,mud stain,same-id-same-name
1067,1067,pitfall,same-id-same-name
1068,1068,ant trail,same-id-same-name
1069,1069,bug tral,same-id-same-name
1079,1079,ant-hill,same-id-same-name
1080,1080,pitfall,same-id-same-name
1090,1090,jagged stones,same-id-same-name
1099,1099,RESERVED SPRITE,same-id-same-name
1156,1156,trapdoor,same-id-same-name
1316,1316,sandstone,same-id-same-name
1339,1339,rifty earth,same-id-same-name
1465,1465,stone wall window,same-id-same-name
1471,1471,stone wall window,same-id-same-name
1481,1481,stone wall window,same-id-same-name
1486,1486,stone wall window,same-id-same-name
1538,1538,bamboo wall window,same-id-same-name
1541,1541,bamboo wall window,same-id-same-name
1542,1542,bamboo palisade,same-id-same-name
1557,1557,archway,same-id-same-name
1561,1561,archway,same-id-same-name
1565,1565,archway,same-id-same-name
1566,1566,stone archway,same-id-same-name
1588,1588,grass wall window,same-id-same-name
1591,1591,grass wall window,same-id-same-name
1592,1592,grass wall,same-id-same-name
1628,1628,closed door,same-id-same-name
1629,1629,closed door,same-id-same-name
1630,1630,open door,same-id-same-name
1631,1631,closed door,same-id-same-name
1632,1632,closed door,same-id-same-name
1633,1633,open door,same-id-same-name
1638,1638,closed door,same-id-same-name
1639,1639,open door,same-id-same-name
1640,1640,closed door,same-id-same-name
1641,1641,open door,same-id-same-name
1642,1642,closed door,same-id-same-name
1643,1643,open door,same-id-same-name
1644,1644,closed door,same-id-same-name
1645,1645,open door,same-id-same-name
1646,1646,gate of expertise,same-id-same-name
1647,1647,gate of expertise,same-id-same-name
1648,1648,gate of expertise,same-id-same-name
1649,1649,gate of expertise,same-id-same-name
1650,1650,closed door,same-id-same-name
1651,1651,closed door,same-id-same-name
1652,1652,open door,same-id-same-name
1653,1653,closed door,same-id-same-name
1654,1654,closed door,same-id-same-name
1655,1655,open door,same-id-same-name
1656,1656,closed door,same-id-same-name
1657,1657,open door,same-id-same-name
1658,1658,closed door,same-id-same-name
1659,1659,open door,same-id-same-name
1660,1660,closed door,same-id-same-name
1661,1661,open door,same-id-same-name
1662,1662,closed door,same-id-same-name
1663,1663,open door,same-id-same-name
1664,1664,gate of expertise,same-id-same-name
1665,1665,gate of expertise,same-id-same-name
1666,1666,gate of expertise,same-id-same-name
1667,1667,gate of expertise,same-id-same-name
1668,1668,closed door,same-id-same-name
1669,1669,closed door,same-id-same-name
1670,1670,open door,same-id-same-name
1671,1671,closed door,same-id-same-name
1672,1672,closed door,same-id-same-name
1673,1673,open door,same-id-same-name
1674,1674,closed door,same-id-same-name
1675,1675,open door,same-id-same-name
1676,1676,closed door,same-id-same-name
1677,1677,open door,same-id-same-name
1678,1678,gate of expertise,same-id-same-name
1679,1679,gate of expertise,same-id-same-name
1680,1680,gate of expertise,same-id-same-name
1681,1681,gate of expertise,same-id-same-name
1682,1682,closed door,same-id-same-name
1683,1683,closed door,same-id-same-name
1684,1684,open door,same-id-same-name
1685,1685,closed door,same-id-same-name
1686,1686,open door,same-id-same-name
1687,1687,gate of expertise,same-id-same-name
1688,1688,gate of expertise,same-id-same-name
1689,1689,closed door,same-id-same-name
1690,1690,open door,same-id-same-name
1691,1691,closed door,same-id-same-name
1692,1692,closed door,same-id-same-name
1693,1693,open door,same-id-same-name
1694,1694,closed door,same-id-same-name
1695,1695,open door,same-id-same-name
1696,1696,gate of expertise,same-id-same-name
1697,1697,gate of expertise,same-id-same-name
1698,1698,closed door,same-id-same-name
1699,1699,open door,same-id-same-name
1748,1748,mast,same-id-same-name
1755,1755,small boat,same-id-same-name
1764,1764,small boat,same-id-same-name
1771,1771,drawbridge,same-id-same-name
1780,1780,stone,same-id-same-name
1781,1781,small stone,same-id-same-name
1782,1782,stone,same-id-same-name
1822,1822,stone pile,same-id-same-name
1840,1840,mossy stone,same-id-same-name
1841,1841,blue shrine stone,same-id-same-name
1842,1842,red shrine stone,same-id-same-name
1851,1851,stone,same-id-same-name
1852,1852,stones,same-id-same-name
1853,1853,stone,same-id-same-name
1856,1856,stone,same-id-same-name
1940,1940,small basin,same-id-same-name
1947,1947,stairs,same-id-same-name
1948,1948,ladder,same-id-same-name
1949,1949,magic forcefield,same-id-same-name
1950,1950,ramp,same-id-same-name
1951,1951,ramp,same-id-same-name
1952,1952,ramp,same-id-same-name
1953,1953,ramp,same-id-same-name
1954,1954,ramp,same-id-same-name
1955,1955,ramp,same-id-same-name
1956,1956,ramp,same-id-same-name
1957,1957,ramp,same-id-same-name
1958,1958,wooden stairs,same-id-same-name
1959,1959,mystic flame,same-id-same-name
1960,1960,ramp,same-id-same-name
1961,1961,ramp,same-id-same-name
1962,1962,ramp,same-id-same-name
1963,1963,ramp,same-id-same-name
1964,1964,ramp,same-id-same-name
1965,1965,ramp,same-id-same-name
1966,1966,ramp,same-id-same-name
1967,1967,ramp,same-id-same-name
1968,1968,ladder,same-id-same-name
1969,1969,ramp,same-id-same-name
1970,1970,ramp,same-id-same-name
1971,1971,ramp,same-id-same-name
1972,1972,ramp,same-id-same-name
1973,1973,ramp,same-id-same-name
1974,1974,ramp,same-id-same-name
1975,1975,ramp,same-id-same-name
1976,1976,ramp,same-id-same-name
1977,1977,stone stairs,same-id-same-name
1978,1978,stone stairs,same-id-same-name
1979,1979,sanctified grave,same-id-same-name
1983,1983,stone coffin,same-id-same-name
1984,1984,stone coffin,same-id-same-name
1990,1990,RESERVED SPRITE,same-id-same-name
1991,1991,RESERVED SPRITE,same-id-same-name
1992,1992,sarcophagus,same-id-same-name
1993,1993,sarcophagus,same-id-same-name
1994,1994,sarcophagus,same-id-same-name
1995,1995,sarcophagus,same-id-same-name
2001,2001,unlit campfire,same-id-same-name
2018,2018,dragon flag,same-id-same-name
2019,2019,castle flag,same-id-same-name
2020,2020,flag of Tibia,same-id-same-name
2025,2025,statue,same-id-same-name
2026,2026,statue,same-id-same-name
2027,2027,hero statue,same-id-same-name
2028,2028,monument,same-id-same-name
2029,2029,minotaur statue,same-id-same-name
2030,2030,goblin statue,same-id-same-name
2031,2031,angel statue,same-id-same-name
2032,2032,dwarven statue,same-id-same-name
2033,2033,watchdog statue,same-id-same-name
2034,2034,sandstone statue,same-id-same-name
2043,2043,minotaur statue,same-id-same-name
2044,2044,minotaur statue,same-id-same-name
2045,2045,minotaur statue,same-id-same-name
2046,2046,goblin statue,same-id-same-name
2047,2047,goblin statue,same-id-same-name
2048,2048,goblin statue,same-id-same-name
2049,2049,pedestal,same-id-same-name
2052,2052,pedestal,same-id-same-name
2056,2056,pedestal,same-id-same-name
2057,2057,cobra statue,same-id-same-name
2058,2058,pedestal,same-id-same-name
2059,2059,statue,same-id-same-name
2060,2060,statue,same-id-same-name
2061,2061,statue,same-id-same-name
2074,2074,small pagoda,same-id-same-name
2075,2075,small lit pagoda,same-id-same-name
2076,2076,stone snake wall,same-id-same-name
2077,2077,snake wall,same-id-same-name
2078,2078,stone snake wall,same-id-same-name
2079,2079,snake wall,same-id-same-name
2092,2092,stone snake wall,same-id-same-name
2093,2093,stone snake pagoda,same-id-same-name
2114,2114,empty coal basin,same-id-same-name
2115,2115,stone coal basin,same-id-same-name
2116,2116,bamboo lamp,same-id-same-name
2117,2117,bamboo lamp,same-id-same-name
2118,2118,fire field,same-id-same-name
2119,2119,fire field,same-id-same-name
2120,2120,fire field,same-id-same-name
2121,2121,poison field,same-id-same-name
2122,2122,energy field,same-id-same-name
2123,2123,fire field,same-id-same-name
2124,2124,fire field,same-id-same-name
2125,2125,fire field,same-id-same-name
2126,2126,energy field,same-id-same-name
2127,2127,poison gas,same-id-same-name
2128,2128,magic wall,same-id-same-name
2129,2129,magic wall,same-id-same-name
2130,2130,rush wood,same-id-same-name
2131,2131,fire field,same-id-same-name
2132,2132,fire field,same-id-same-name
2133,2133,fire field,same-id-same-name
2134,2134,poison gas,same-id-same-name
2135,2135,energy field,same-id-same-name
2136,2136,smoke,same-id-same-name
2137,2137,searing fire,same-id-same-name
2138,2138,searing fire,same-id-same-name
2139,2139,RESERVED SPRITE,same-id-same-name
2140,2140,ashes,same-id-same-name
2141,2141,RESERVED SPRITE,same-id-same-name
2142,2142,RESERVED SPRITE,same-id-same-name
2143,2143,RESERVED SPRITE,same-id-same-name
2144,2144,lava,same-id-same-name
2145,2145,slits,same-id-same-name
2146,2146,blades,same-id-same-name
2147,2147,strange holes,same-id-same-name
2148,2148,spikes,same-id-same-name
2149,2149,RESERVED SPRITE,same-id-same-name
2150,2150,RESERVED SPRITE,same-id-same-name
2151,2151,RESERVED SPRITE,same-id-same-name
2152,2152,stone pillar,same-id-same-name
2153,2153,marble pillar,same-id-same-name
2170,2170,framework wall,same-id-same-name
2177,2177,closed fence gate,same-id-same-name
2178,2178,open fence gate,same-id-same-name
2179,2179,closed fence gate,same-id-same-name
2180,2180,open fence gate,same-id-same-name
2186,2186,RESERVED SPRITE,same-id-same-name
2187,2187,nothing special,same-id-same-name
2188,2188,sandstone pillar,same-id-same-name
2189,2189,sandstone statue,same-id-same-name
2190,2190,oriental pillar,same-id-same-name
2191,2191,ramp,same-id-same-name
2192,2192,ramp,same-id-same-name
2193,2193,ramp,same-id-same-name
2194,2194,ramp,same-id-same-name
2195,2195,ramp,same-id-same-name
2196,2196,ramp,same-id-same-name
2197,2197,ramp,same-id-same-name
2198,2198,ramp,same-id-same-name
2199,2199,obelisk,same-id-same-name
2200,2200,broken obelisk,same-id-same-name
2217,2217,RESERVED SPRITE,same-id-same-name
2263,2263,stone pillar,same-id-same-name
2264,2264,broken stone pillar,same-id-same-name
2289,2289,stone pillar,same-id-same-name
2290,2290,broken stone pillar,same-id-same-name
2299,2299,small totem pole,same-id-same-name
2300,2300,large totem pole,same-id-same-name
2301,2301,totem pole,same-id-same-name
2315,2315,square table,same-id-same-name
2316,2316,small round table,same-id-same-name
2319,2319,small table,same-id-same-name
2339,2339,table,same-id-same-name
2346,2346,carved stone table,same-id-same-name
2347,2347,stone table,same-id-same-name
2348,2348,tusk table,same-id-same-name
2349,2349,tusk table,same-id-same-name
2350,2350,bamboo table,same-id-same-name
2351,2351,bamboo table,same-id-same-name
2352,2352,thick trunk,same-id-same-name
2353,2353,ornamented stone table,same-id-same-name
2358,2358,wooden chair,same-id-same-name
2359,2359,wooden chair,same-id-same-name
2360,2360,wooden chair,same-id-same-name
2361,2361,wooden chair,same-id-same-name
2366,2366,sofa chair,same-id-same-name
2367,2367,sofa chair,same-id-same-name
2368,2368,sofa chair,same-id-same-name
2369,2369,sofa chair,same-id-same-name
2374,2374,red cushioned chair,same-id-same-name
